probability	fixed_query	eng_words	generated_translit	source
0	8388	sacre coeur	сакр коеур	other
0	8388	sacre coeur	сакре коеур	other
0	3108	rosabelle	росабелле	other
0	3108	sacre coeur	сакр коеур	other
0	3108	sacre coeur	сакре коеур	other
0	543943	rosabelle	росабелле	other
0	543943	sacre coeur	сакр коеур	other
0	543943	sacre coeur	сакре коеур	other
0	sensuelle	rosabelle	росабелле	other
0	sensuelle	sacre coeur	сакр коеур	other
0	sensuelle	sacre coeur	сакре коеур	other
0	9321	rosabelle	росабелле	other
0	9321	sacre coeur	сакр коеур	other
0	9321	sacre coeur	сакре коеур	other
0	15462	rosabelle	росабелле	other
0	15462	sacre coeur	сакр коеур	other
0	15462	sacre coeur	сакре коеур	other
50	под глазами	paola	паола	other
50	под глазами	polly	полли	other
59	для маникюр	danika	даника	other
0	8399	rosabelle	росабелле	other
0	8399	sacre coeur	сакр коеур	other
0	8399	sacre coeur	сакре коеур	other
67	живица	olivia	оливиа	other
67	живица	viviane	вивиан	other
67	живица	ivy	иви	other
50	бальзам для волос	black detox	блак детокс	other
0	6140	rosabelle	росабелле	other
0	6140	sacre coeur	сакр коеур	other
0	6140	sacre coeur	сакре коеур	other
0	11313	rosabelle	росабелле	other
0	11313	sacre coeur	сакр коеур	other
0	11313	sacre coeur	сакре коеур	other
43	платье 146w4111	poitiers	пуатьерс	other
0	193747	rosabelle	росабелле	other
0	193747	sacre coeur	сакр коеур	other
0	193747	sacre coeur	сакре коеур	other
0	5599	rosabelle	росабелле	other
0	5599	sacre coeur	сакр коеур	other
0	5599	sacre coeur	сакре коеур	other
75	Мицел	mel	мел	other
0	213007	rosabelle	росабелле	other
0	213007	sacre coeur	сакр коеур	other
0	213007	sacre coeur	сакре коеур	other
0	117B3202	rosabelle	росабелле	other
0	117B3202	sacre coeur	сакр коеур	other
0	117B3202	sacre coeur	сакре коеур	other
62	для волос	dolce	долс	other
12	Face tonic	mon roi	мон рои	other
12	Face tonic	white tea	вайт ти	other
12	Face tonic	beau monde	бо монд	other
0	caprice	rosabelle	росабелле	other
0	caprice	sacre coeur	сакр коеур	other
0	caprice	sacre coeur	сакре коеур	other
0	44104	rosabelle	росабелле	other
0	44104	sacre coeur	сакр коеур	other
0	44104	sacre coeur	сакре коеур	other
0	0642	rosabelle	росабелле	other
0	0642	sacre coeur	сакр коеур	other
0	0642	sacre coeur	сакре коеур	other
0	2424	rosabelle	росабелле	other
0	2424	sacre coeur	сакр коеур	other
0	2424	sacre coeur	сакре коеур	other
0	tn002	rosabelle	росабелле	other
0	tn002	sacre coeur	сакр коеур	other
0	tn002	sacre coeur	сакре коеур	other
0	0882	rosabelle	росабелле	other
0	0882	sacre coeur	сакр коеур	other
0	0882	sacre coeur	сакре коеур	other
62	Перчатки	petra	петра	other
62	Перчатки	patricia	патрикиа	other
62	Перчатки	patsy	патси	other
0	8830	rosabelle	росабелле	other
0	8830	sacre coeur	сакр коеур	other
0	8830	sacre coeur	сакре коеур	other
0	3169	rosabelle	росабелле	other
0	3169	sacre coeur	сакр коеур	other
0	3169	sacre coeur	сакре коеур	other
0	5403	rosabelle	росабелле	other
0	5403	sacre coeur	сакр коеур	other
0	5403	sacre coeur	сакре коеур	other
62	Васмой эламет	element sport	элемент спорт	other
0	11027	rosabelle	росабелле	other
0	11027	sacre coeur	сакр коеур	other
0	11027	sacre coeur	сакре коеур	other
24	128-29-22	spf	эс пи эф	other
24	128-29-22	mrs	эм эр эс	other
0	5695	rosabelle	росабелле	other
0	5695	sacre coeur	сакр коеур	other
0	5695	sacre coeur	сакре коеур	other
0	1821	rosabelle	росабелле	other
0	1821	sacre coeur	сакр коеур	other
0	1821	sacre coeur	сакре коеур	other
0	5562	rosabelle	росабелле	other
0	5562	sacre coeur	сакр коеур	other
0	5562	sacre coeur	сакре коеур	other
0	194999	rosabelle	росабелле	other
0	194999	sacre coeur	сакр коеур	other
0	194999	sacre coeur	сакре коеур	other
0	3037	rosabelle	росабелле	other
0	3037	sacre coeur	сакр коеур	other
0	3037	sacre coeur	сакре коеур	other
0	11332	rosabelle	росабелле	other
0	11332	sacre coeur	сакр коеур	other
0	11332	sacre coeur	сакре коеур	other
0	3248	rosabelle	росабелле	other
0	3248	sacre coeur	сакр коеур	other
0	3248	sacre coeur	сакре коеур	other
91	бритва	brita	брита	other
71	консилер	connie	конние	other
75	Очки	oxy	окси	other
0	11158	rosabelle	росабелле	other
0	11158	sacre coeur	сакр коеур	other
0	11158	sacre coeur	сакре коеур	other
0	890812	rosabelle	росабелле	other
0	890812	sacre coeur	сакр коеур	other
0	890812	sacre coeur	сакре коеур	other
52	средство для против	secret story	секрет стори	other
67	нюд	new	нью	other
0	1642	rosabelle	росабелле	other
0	1642	sacre coeur	сакр коеур	other
0	1642	sacre coeur	сакре коеур	other
0	TPW004	rosabelle	росабелле	other
0	TPW004	sacre coeur	сакр коеур	other
0	TPW004	sacre coeur	сакре коеур	other
73	Пакет	plaque	плакве	other
0	11285	rosabelle	росабелле	other
0	11285	sacre coeur	сакр коеур	other
0	11285	sacre coeur	сакре коеур	other
48	Расслабляющий	sporlife ice	спорлайф айс	other
57	дом	uomo	уомо	other
57	дом	dawn	довн	other
57	дом	dolce	долс	other
0	40173	rosabelle	росабелле	other
0	40173	sacre coeur	сакр коеур	other
0	40173	sacre coeur	сакре коеур	other
67	Мастоп	top	топ	other
67	Мастоп	metaup	метоуп	other
67	Мастоп	matteo	маттео	other
0	2125	rosabelle	росабелле	other
0	2125	sacre coeur	сакр коеур	other
0	2125	sacre coeur	сакре коеур	other
0	40086	rosabelle	росабелле	other
0	40086	sacre coeur	сакр коеур	other
0	40086	sacre coeur	сакре коеур	other
0	14800	rosabelle	росабелле	other
0	14800	sacre coeur	сакр коеур	other
0	14800	sacre coeur	сакре коеур	other
50	Мужские наборы	faberlic pulse	фаберлик пулсе	other
0	5475	rosabelle	росабелле	other
0	5475	sacre coeur	сакр коеур	other
0	5475	sacre coeur	сакре коеур	other
60	Отсрочка платежа	plaque control	плакве контрол	other
62	Салфетки	valentin	валентин	other
62	Салфетки	sally	салли	other
62	Салфетки	stacy	стаки	other
62	флакон	florine	флорайн	other
62	флакон	florine	флорине	other
62	флакон	fallone	фаллоне	other
0	9628	rosabelle	росабелле	other
0	9628	sacre coeur	сакр коеур	other
0	9628	sacre coeur	сакре коеур	other
44	Тушь	trudy	труди	other
44	Тушь	arthur	артур	other
44	Тушь	trisha	триша	other
0	50005	rosabelle	росабелле	other
0	50005	sacre coeur	сакр коеур	other
0	50005	sacre coeur	сакре коеур	other
0	0260	rosabelle	росабелле	other
0	0260	sacre coeur	сакр коеур	other
0	0260	sacre coeur	сакре коеур	other
0	5083	rosabelle	росабелле	other
0	5083	sacre coeur	сакр коеур	other
0	5083	sacre coeur	сакре коеур	other
0	0880	rosabelle	росабелле	other
0	0880	sacre coeur	сакр коеур	other
0	0880	sacre coeur	сакре коеур	other
0	0933	rosabelle	росабелле	other
0	0933	sacre coeur	сакр коеур	other
0	0933	sacre coeur	сакре коеур	other
0	2372	rosabelle	росабелле	other
0	2372	sacre coeur	сакр коеур	other
0	2372	sacre coeur	сакре коеур	other
0	43068	rosabelle	росабелле	other
0	43068	sacre coeur	сакр коеур	other
0	43068	sacre coeur	сакре коеур	other
11	beauty cafe	deep aqua	деп аква	other
11	beauty cafe	for nail	фор нейл	other
11	beauty cafe	for nail	фор наил	other
0	11370	rosabelle	росабелле	other
0	11370	sacre coeur	сакр коеур	other
0	11370	sacre coeur	сакре коеур	other
48	печатные продукции	park avenue	парк авенуе	other
100	Пудратональный крем	creme	крем	other
57	Расчёска	arissa	арисса	other
57	Расчёска	gracia	гракиа	other
57	Расчёска	gracia	грасиа	other
0	11643	rosabelle	росабелле	other
0	11643	sacre coeur	сакр коеур	other
0	11643	sacre coeur	сакре коеур	other
0	80827	rosabelle	росабелле	other
0	80827	sacre coeur	сакр коеур	other
0	80827	sacre coeur	сакре коеур	other
0	62841	rosabelle	росабелле	other
0	62841	sacre coeur	сакр коеур	other
0	62841	sacre coeur	сакре коеур	other
0	0237	rosabelle	росабелле	other
0	0237	sacre coeur	сакр коеур	other
0	0237	sacre coeur	сакре коеур	other
48	по срокам годности	prodent	продент	other
48	по срокам годности	extra oxy	экстра окси	other
0	85558	rosabelle	росабелле	other
0	85558	sacre coeur	сакр коеур	other
0	85558	sacre coeur	сакре коеур	other
0	SD137	rosabelle	росабелле	other
0	SD137	sacre coeur	сакр коеур	other
0	SD137	sacre coeur	сакре коеур	other
47	маска для волос	aromania violet	ароманиа виолет	other
0	11139	rosabelle	росабелле	other
0	11139	sacre coeur	сакр коеур	other
0	11139	sacre coeur	сакре коеур	other
0	3500	rosabelle	росабелле	other
0	3500	sacre coeur	сакр коеур	other
0	3500	sacre coeur	сакре коеур	other
0	5327	rosabelle	росабелле	other
0	5327	sacre coeur	сакр коеур	other
0	5327	sacre coeur	сакре коеур	other
0	195582	rosabelle	росабелле	other
0	195582	sacre coeur	сакр коеур	other
0	195582	sacre coeur	сакре коеур	other
50	Пар. Вода Кокетка	aromania violet	ароманиа виолет	other
50	Пар. Вода Кокетка	dry top coat	дри топ коат	other
61	Де рантенол	retinol like	ретинол лике	other
0	1081	rosabelle	росабелле	other
0	1081	sacre coeur	сакр коеур	other
0	1081	sacre coeur	сакре коеур	other
0	8396	rosabelle	росабелле	other
0	8396	sacre coeur	сакр коеур	other
0	8396	sacre coeur	сакре коеур	other
62	Фотобанк	botanica	ботаника	other
62	Фотобанк	fancy	фанки	other
62	Фотобанк	football	фоотбалл	other
0	3600	rosabelle	росабелле	other
0	3600	sacre coeur	сакр коеур	other
0	3600	sacre coeur	сакре коеур	other
55	Диффузор	for	фор	other
62	зеркало	merlon	мерлон	other
64	маркетинг план	marcella	маркелла	other
53	Для стирки	story	стори	other
53	Для стирки	stacy	стаки	other
53	Для стирки	street	стрит	other
0	Favourite	rosabelle	росабелле	other
0	Favourite	sacre coeur	сакр коеур	other
0	Favourite	sacre coeur	сакре коеур	other
0	8738	rosabelle	росабелле	other
0	8738	sacre coeur	сакр коеур	other
0	8738	sacre coeur	сакре коеур	other
0	2363	rosabelle	росабелле	other
0	2363	sacre coeur	сакр коеур	other
0	2363	sacre coeur	сакре коеур	other
59	кондиционер	connie	конние	other
59	кондиционер	divine	дивине	other
